1;0;1;0;1;0;2;0;1;0;2;0;2;0;1;0;2;0;2;0
1;0;1;0;2;0;2;0;2;0;3;0;4;0;2;0;4;0;4;0
1;0;2;0;2;0;2;0;3;0;5;0;7;0;4;0;7;0;8;0
2;0;2;0;3;0;2;0;5;0;8;0;12;0;7;0;13;0;16;0
1;1;1;1;3;1;1;2;4;1;13;2;17;2;11;1;22;2;30;2
1;1;1;1;3;2;1;2;4;2;21;3;24;4;18;2;38;4;56;4
1;1;0;2;4;2;1;2;3;3;29;5;37;7;31;4;63;7;103;8
0;2;;;4;3;1;2;4;5;45;8;56;12;52;7;104;13;182;16
;;;;6;4;0;3;6;5;63;15;90;19;86;12;176;24;302;32
;;;;8;5;;;9;6;87;24;149;28;138;20;266;42;450;60
;;;;9;6;;;10;6;121;34;206;44;227;35;370;70;568;111
;;;;12;7;;;14;9;158;53;280;68;329;59;485;117;627;198
;;;;12;10;;;19;11;212;78;350;109;428;98;532;200;575;334
;;;;14;13;;;27;15;266;111;389;177;502;158;526;308;442;510
;;;;17;15;;;42;16;321;155;432;250;514;262;467;440;291;679
;;;;18;19;;;54;23;349;211;416;348;466;388;334;602;150;825
;;;;22;22;;;70;30;355;290;377;459;378;526;224;732;66;909
;;;;25;27;;;87;42;332;377;306;566;274;660;129;834;23;952
;;;;31;32;;;105;58;282;476;217;682;169;776;58;907;6;970
;;;;37;37;;;135;77;238;560;142;764;99;854;29;936;1;975
;;;;42;44;;;169;100;180;645;77;836;52;904;10;956;1;975
;;;;43;52;;;205;129;137;709;43;872;25;934;3;963;1;975
;;;;47;63;;;257;163;101;758;17;899;14;945;1;965;0;976
;;;;41;74;;;283;212;65;798;12;906;6;953;1;965;;
;;;;37;86;;;294;269;44;825;5;913;3;956;0;966;;
;;;;37;95;;;302;334;26;846;3;915;0;959;;;;
;;;;35;110;;;269;420;14;859;2;916;;;;;;
;;;;41;115;;;246;495;12;863;0;918;;;;;;
;;;;42;123;;;202;563;7;869;;;;;;;;
;;;;47;132;;;158;636;4;872;;;;;;;;
;;;;43;145;;;117;689;3;873;;;;;;;;
;;;;44;156;;;75;741;1;875;;;;;;;;
;;;;42;165;;;60;765;0;876;;;;;;;;
;;;;38;179;;;38;794;;;;;;;;;;
;;;;38;188;;;30;806;;;;;;;;;;
;;;;33;200;;;22;816;;;;;;;;;;
;;;;31;207;;;13;825;;;;;;;;;;
;;;;30;217;;;7;832;;;;;;;;;;
;;;;25;226;;;3;836;;;;;;;;;;
;;;;24;233;;;1;838;;;;;;;;;;
;;;;25;238;;;1;838;;;;;;;;;;
;;;;20;247;;;0;839;;;;;;;;;;
;;;;18;251;;;;;;;;;;;;;;
;;;;16;257;;;;;;;;;;;;;;
;;;;13;263;;;;;;;;;;;;;;
;;;;13;267;;;;;;;;;;;;;;
;;;;15;269;;;;;;;;;;;;;;
;;;;16;273;;;;;;;;;;;;;;
;;;;18;276;;;;;;;;;;;;;;
;;;;16;280;;;;;;;;;;;;;;
;;;;17;284;;;;;;;;;;;;;;
;;;;13;289;;;;;;;;;;;;;;
;;;;9;294;;;;;;;;;;;;;;
;;;;7;296;;;;;;;;;;;;;;
;;;;3;301;;;;;;;;;;;;;;
;;;;2;302;;;;;;;;;;;;;;
;;;;1;303;;;;;;;;;;;;;;
;;;;2;303;;;;;;;;;;;;;;
;;;;1;304;;;;;;;;;;;;;;
;;;;1;304;;;;;;;;;;;;;;
;;;;1;304;;;;;;;;;;;;;;
;;;;0;305;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
