0;
1;
33;
9;
31;
43;
22;
25;
74;
45;
27;
12;
70;
12;
12;
10;
77;
9;
12;
17;
61;
14;
74;
34;
30;
39;
37;
10;
70;
14;
41;
17;
50;
8;
51;
29;
62;
56;
23;
40;
31;
50;
31;
49;
19;
49;
42;
26;
25;
30;
58;
52;
6;
46;
20;
28;
18;
64;
26;
22;
55;
22;
28;
75;
2;
7;
84;
4;
36;
55;
13;
45;
21;
48;
21;
75;
3;
49;
36;
4;
76;
20;
11;
55;
1;
34;
70;
33;
8;
70;
49;
1;
32;
46;
55;
1;
16;
77;
30;
3;
67;
28;
44;
46;
7;
38;
38;
47;
50;
34;
17;
40;
53;
1;
77;
21;
7;
59;
29;
43;
59;
15;
19;
37;
49;
38;
38;
48;
23;
42;
46;
17;
23;
34;
43;
27;
48;
22;
62;
28;
28;
62;
1;
38;
34;
59;
25;
24;
37;
58;
51;
6;
68;
17;
65;
12;
42;
8;
74;
0;
47;
49;
40;
35;
62;
0;
29;
44;
54;
0;
8;
27;
84;
1;
56;
33;
16;
29;
68;
37;
39;
25;
21;
59;
45;
12;
62;
23;
47;
56;
31;
45;
26;
11;
36;
73;
39;
26;
19;
9;
62;
50;
23;
40;
59;
15;
15;
24;
85;
3;
11;
57;
45;
26;
55;
18;
42;
36;
0;
69;
4;
25;
74;
13;
6;
56;
56;
11;
7;
77;
19;
18;
16;
51;
49;
27;
11;
72;
21;
42;
50;
36;
2;
70;
27;
13;
49;
54;
9;
43;
46;
45;
42;
12;
30;
48;
47;
2;
76;
17;
50;
27;
29;
40;
44;
19;
53;
7;
80;
6;
25;
27;
71;
25;
25;
27;
66;
12;
20;
45;
23;
58;
8;
43;
60;
44;
27;
27;
57;
12;
59;
59;
4;
41;
36;
54;
12;
25;
44;
73;
31;
20;
46;
32;
39;
38;
35;
10;
72;
26;
13;
72;
16;
15;
54;
70;
20;
62;
26;
6;
54;
15;
31;
73;
22;
51;
38;
35;
9;
70;
0;
4;
95;
0;
0;
42;
33;
34;
46;
44;
18;
46;
34;
48;
13;
2;
72;
40;
35;
6;
68;
58;
3;
33;
38;
11;
70;
28;
13;
62;
14;
11;
68;
22;
73;
13;
36;
48;
39;
44;
5;
32;
46;
58;
7;
61;
30;
44;
44;
14;
47;
26;
52;
8;
66;
22;
38;
32;
22;
81;
6;
26;
42;
33;
52;
31;
20;
40;
80;
20;
22;
31;
61;
14;
19;
6;
42;
84;
25;
26;
27;
62;
20;
31;
60;
30;
26;
44;
22;
62;
30;
30;
66;
31;
17;
5;
79;
8;
31;
41;
24;
66;
25;
62;
11;
33;
60;
16;
62;
17;
33;
18;
63;
37;
1;
13;
47;
63;
11;
67;
7;
39;
53;
2;
32;
69;
14;
45;
28;
42;
44;
7;
58;
28;
23;
44;
40;
52;
11;
52;
31;
31;
47;
13;
56;
25;
58;
32;
35;
3;
